date,avgTemp,maxTemp,minTemp,rainfall,cost
20160407,12.8,21,5.7,12.2,4191
20160408,12.7,18,9.2,21.9,4303
20160409,13.9,21.7,8,0,4451
20160410,14.9,22.2,8.2,0,4451
20160411,13.6,21.3,8.2,0.4,4451
20160412,10.9,16.1,6.8,0.2,4462
20160413,12.5,19,6.2,0.6,4462
20160414,14.2,18.2,10.9,13.1,4462
20160415,14.7,21.3,9.6,0,4554
20160416,13.7,21.2,6.5,0,4505
20160417,14.6,20.7,7.9,29.2,4505
20160418,13.1,17.2,10.1,9.5,4505
20160419,13,18.9,8.3,1.2,4705
20160420,12.5,19,7.4,0,4875
20160421,13.9,20.3,7.3,0.7,4751
20160422,13.8,17.3,10.9,28.8,4733
20160423,17.1,24.6,11.2,0,4675
20160424,15.2,20.7,10.9,0,4675
20160425,14.3,22.1,7.2,0,4675
20160426,15.9,24.9,7.3,0,4612
20160427,17,25.4,8.7,1.4,4593
20160428,12.4,15.5,10.8,25,4504
20160429,13.6,19.2,9.6,2.4,4458
20160430,14.4,20.9,8.4,0.1,4426
20160501,16.5,23.8,8.8,0,4426
20160502,18.1,26.1,10.4,0,4426
20160503,18.9,25.9,11.8,7.8,4024
20160504,15.3,19.8,11.7,26.8,3999
20160505,17,22.3,11.7,0.2,3974
20160506,18.2,26,9.3,0.8,3974
20160507,17.9,22.5,13.9,1.7,3974
20160508,17.1,23.6,11.3,0,3974
20160509,17.4,24.8,9.3,0,3974
20160510,18.1,23.4,13.6,0.2,4009
20160511,13.9,17.2,12.2,20.1,3987
20160512,15.7,21.7,11.4,0.9,3994
20160513,18,25.1,11,0,3994
20160514,16.6,22.5,11.9,0.1,3987
20160515,17.3,23.9,10.5,0,3987
20160516,18.1,24.3,11.7,12.6,3987
20160517,15.4,21.7,9.9,5.9,3988
20160518,17.8,26.6,8.6,0,3999
20160519,20.3,29.3,11.4,0,3999
20160520,20.3,28.8,12.4,0,3810
20160521,19.9,28,11.9,0,3800
20160522,20.1,27.9,12.3,0,3800
20160523,20.2,28.1,12.4,0,3800
20160524,20.6,27.8,12.5,0,3793
20160525,18,21.3,15,20.3,3793
20160526,19.4,25.8,13.7,0,3793
20160527,20.4,25.9,15.1,0.1,3891
20160528,21.5,27.5,16.8,0.1,3854
20160529,20.9,27.1,16.3,0.4,3854
20160530,20.2,26.5,15.7,0.6,3854
20160531,21.3,28.4,14.4,0,3788
20160601,21.7,28.1,15.5,0,3701
20160602,20.9,26.5,15.8,0,3588
20160603,20.2,27,13.1,0,3499
20160604,21.6,28.3,14.3,0,3401
20160605,19.4,22.9,16.3,3.9,3401
20160606,21,27.3,15,0,3401
20160607,19.5,22.6,16.8,0.7,3401
20160608,21.2,25.9,17.9,0.3,3397
20160609,21,25,18.1,1.7,3353
20160610,22.2,28.3,17.4,0,3072
20160611,22.8,28.8,17.7,0,3023
20160612,23.6,28.6,19.3,2.1,3023
20160613,23.1,26.5,20.4,2.6,3023
20160614,22.5,27.7,19.2,0.1,2931
20160615,22.1,27.4,18.4,0.5,2860
20160616,21.5,24.9,18.7,4.8,2874
20160617,22.1,25.9,19.1,1.7,2792
20160618,23.2,29.5,17.5,0,2713
20160619,23.7,29.8,17.9,0.8,2713
20160620,23.8,29.2,19.8,1.4,2713
20160621,23.2,28.4,18.5,5.7,2724
20160622,23.6,28.1,20.1,0.3,2751
20160623,22.8,26.4,20.6,7,2762
20160624,24.2,29.4,19.9,0.1,2754
20160625,21.9,25.2,19.9,30.3,2799
20160626,22.7,27.3,18.8,0,2799
20160627,23.2,29.3,17.5,0,2799
20160628,22.1,27,17.6,1,2833
20160629,22.4,27.4,17.8,0.5,2825
20160630,22.8,26.7,19.2,0.9,2825
20160701,24.4,29.2,20.8,1,2777
20160702,24.2,27.6,22,55.2,2752
20160703,23.6,27,21.5,24.6,2752
20160704,22.4,25.3,20,22.3,2752
20160705,22.2,24.7,20.2,53.2,2832
20160706,24.8,28.6,21.5,39.5,2860
20160707,23.6,27.4,21.2,27.8,2899
20160708,24.2,29,20.9,1.2,2933
20160709,25.4,31.2,20.8,1,2950
20160710,26.1,32.1,21.2,0,2950
20160711,26,31.1,21.7,0,2950
20160712,25.6,30.3,22.2,2.9,3032
20160713,24.6,28,22.4,8.2,3068
20160714,25.6,29.9,22.1,0.1,3115
20160715,25,30,21.4,2.3,3191
20160716,24.5,28.7,20.7,0.8,3214
20160717,21.7,23.8,20.4,27.9,3214
20160718,23.3,27,20.7,0.9,3214
20160719,23.7,28.7,19.7,0,3299
20160720,25,30,20.4,0.1,3351
20160721,25.3,29.8,21.6,0,3416
20160722,25.1,29.7,21.5,0,3354
20160723,25.8,30.7,21.7,0,3341
20160724,26.4,31.2,22.2,1.7,3341
20160725,27.3,32,23.6,4.8,3341
20160726,27.3,31.6,24.5,5.8,3322
20160727,28,32.8,24,0,3344
20160728,28,32,24.5,0.9,3362
20160729,28.3,32.7,24.8,0.8,3383
20160730,27.8,32.1,24,9.7,3388
20160731,28.4,33.3,25,6.7,3388
20160801,28,33.5,24.4,4.1,3388
20160802,27.4,32.8,23.7,2.4,3487
20160803,26.4,30.9,23.6,3,3569
20160804,26.7,31.8,23.1,1.6,3689
20160805,27.7,33,23.4,0.2,3760
20160806,28,33.6,23.3,0.2,3822
20160807,28.3,34,23.4,0.6,3822
20160808,28.5,34.2,24.1,1.5,3822
20160809,28.2,34.5,24,4.9,3957
20160810,27.7,32.6,23.9,0.6,4064
20160811,28.4,34,23.9,0,4043
20160812,29.3,35.4,24.1,0,4061
20160813,29.5,35.6,24.4,0,4090
20160814,29.5,35.3,24.6,0,4090
20160815,29.1,34.4,25,1,4090
20160816,28.5,33.8,25,2.6,4090
20160817,27.9,33.2,24.2,4,4120
20160818,27.7,33.3,23.2,0.7,4291
20160819,28,33.6,23.7,0.4,4520
20160820,28.2,33.6,23.8,0.4,4746
20160821,28.3,34,24.1,0.1,4746
20160822,27.9,33.8,23.2,0.2,4746
20160823,28,34,23,1.2,5334
20160824,27.3,32.2,23.6,1.8,5472
20160825,27.3,33.2,22.9,0,5958
20160826,27.2,33.7,21.3,2.1,6258
20160827,21.9,27.2,18.3,11.3,6384
20160828,22,27.1,17.1,0.6,6384
20160829,19.6,23.3,17.3,22.8,6384
20160830,20.5,25.4,16.3,3,6708
20160831,20.7,24.7,16.9,1,7175
20160901,21.8,25.3,18.5,7.8,7641
20160902,24.6,30.2,19.6,2,7754
20160903,21.4,24.8,19.4,28.9,7872
20160904,22.9,27.1,19.7,20.5,7872
20160905,24.6,29.4,21.1,2.1,7872
20160906,24.6,29.1,21.7,1.3,7892
20160907,23.6,27.8,20.2,0,8035
20160908,23.1,27.9,19.9,1.3,8186
20160909,22.7,28.2,18.6,3.2,8081
20160910,22.8,28.5,18.9,1.4,8128
20160911,22.4,27.6,18.7,5.1,8128
20160912,22.8,27.3,19.3,1.2,8128
20160913,21.7,25.9,19.1,7.8,7545
20160914,22.4,28.2,17.7,0,7845
20160915,22.6,27.7,18.7,0,7845
20160916,22.6,28.2,18.2,0,7845
20160917,22.1,25.3,19.6,5,7845
20160918,20.5,22.8,18.8,85.6,7845
20160919,20.3,22.8,18.3,6.5,7845
20160920,20.2,24.1,17.1,0.2,8443
20160921,18.8,24.4,13.9,0,8088
20160922,18.4,24.1,12.7,0,7940
20160923,19.4,24.6,15.8,0,7694
20160924,19.7,26.1,14.4,0,7643
20160925,20.4,27.1,15.4,0,7643
20160926,20.7,26.6,16.1,0,7643
20160927,21.7,26.5,17.9,2.2,7532
20160928,22.7,26.7,20.1,5.4,7846
20160929,21.3,24.7,18.8,7.6,7805
20160930,19.1,21.7,17,1.3,7788
20161001,17.8,19.9,15.9,13,7719
20161002,19.1,22.3,16.3,2.4,7719
20161003,20.8,24.4,17.8,6.1,7719
20161004,22.6,26.9,18.9,9.6,7719
20161005,21.4,27.2,16.8,0.6,7304
20161006,19.5,24.2,16.7,51.1,6912
20161007,18.6,24.3,14.4,0,6759
20161008,18.4,22.8,14.8,9.3,6657
20161009,17.4,21.5,14,23.6,6657
20161010,12.8,17.8,8.8,0,6657
20161011,13.3,19.1,8.4,0,6470
20161012,14.5,20.6,10.2,0,6047
20161013,15.1,21.2,10.8,0,5738
20161014,14.5,20.2,10.6,0,5340
20161015,15.2,23.1,9.2,0,5107
20161016,16.7,24.3,10.6,0,5107
20161017,16,18.5,13.9,18.5,5107
20161018,17.7,23.2,14,0.3,4753
20161019,16.3,22.4,12,0,4685
20161020,16.8,23.3,12.6,0,4481
20161021,16.8,22.7,11.7,0.1,4241
20161022,16.6,18.8,14.9,0.4,4179
20161023,16.8,21,13.6,0.4,4179
20161024,14.4,17.6,11.4,2.3,4179
20161025,14.2,19.4,9.5,0,4011
20161026,14.6,19.1,11.3,13.7,3911
20161027,13.8,18.3,10,0,3792
20161028,14.5,19.2,9.1,0,3723
20161029,14.1,16.5,12.1,5.6,3592
20161030,10.6,14,7.1,0.7,3592
20161031,8.1,15.1,2.9,0,3592
20161101,8.3,11.6,4.4,0.3,3552
20161102,4.6,9.7,0.4,0,3419
20161103,5.3,11.8,-1.2,0.1,3422
20161104,8.1,14.7,2.9,0.1,3233
20161105,10.2,17.4,3.5,0,3218
20161106,13.2,19.8,7.6,0.2,3218
20161107,12.6,16.5,8.9,1.6,3218
20161108,13.1,17.8,9.4,1.5,3270
20161109,8.2,12.7,3.1,1.7,3255
20161110,4.3,10.5,-0.7,0,3281
20161111,7.3,12,2.8,3.1,3233
20161112,9.3,15.2,4.5,0.9,3263
20161113,10,18.2,2.9,0,3263
20161114,12.6,18.3,6.9,3,3263
20161115,14.3,18.7,10.2,2.3,3435
20161116,9.5,15.2,3.4,0,3567
20161117,6.6,14.3,0.3,0,3561
20161118,8.7,16.1,3.3,0,3440
20161119,10,15.6,3.6,12.8,3630
20161120,13.4,16.7,10.6,1.2,3630
20161121,12.2,17.6,7.3,0,3630
20161122,10.3,14.2,6.1,0.1,3709
20161123,6.3,10.9,2.5,0.9,3790
20161124,3.1,7.6,-0.5,0.1,3762
20161125,0.7,5.5,-3,0,3712
20161126,1.9,8.1,-2.8,0,3725
20161127,1.2,4.3,-2.6,2.4,3725
20161128,4.1,8.5,1,0.1,3725
20161129,3.8,8.4,-0.2,0,3725
20161130,3.1,10,-2.3,0.2,3725
20161201,6.2,10.7,1.2,2.5,3838
20161202,6.5,10.8,0.8,0.1,3927
20161203,3,10,-2.6,0,3927
20161204,4,12.1,-2.6,0,3927
20161205,5.3,10.2,1.1,0,3927
20161206,7.9,13.8,2.5,0.1,3951
20161207,1.8,6.7,-2.9,0,3959
20161208,1.6,7.6,-4.2,0.1,3978
20161209,3.6,9.7,-2.5,1.3,4057
20161210,4.6,8.9,-0.5,1.3,4111
20161211,0.8,7.1,-3.9,0,4111
20161212,0.1,7.8,-5.7,0,4111
20161213,3.9,10.1,-2.8,0.2,4044
20161214,5.4,9.9,1.4,0.3,4077
20161215,1.6,4.7,-1,2.5,4058
20161216,-0.8,2.7,-4.2,0.1,4077
20161217,-1.8,2.9,-6.9,0,4093
20161218,3.4,10.1,-2.2,0,4093
20161219,4.4,10.6,-1.1,0.1,4093
20161220,7.2,10.5,3.4,4.9,4089
20161221,7.3,13,3.3,0,4119
20161222,8.7,13.7,3,24.2,4145
20161223,8.4,15.3,4.4,14.4,4169
20161224,1.7,4.7,-0.3,0.6,4163
20161225,0.5,4,-2.3,0,4163
20161226,2.9,9,-2.9,0.1,4163
20161227,4.6,6.2,2.9,10.3,4206
20161228,1.2,4.5,-3.2,2.1,4226
20161229,-1.4,4.8,-6.5,0,4200
20161230,-1.3,2.1,-4.5,0.2,4224
20161231,-1.4,4.6,-7,0,4219
20170101,1.7,7.1,-2.9,0,4219
20170102,3.2,9.6,-1.5,0,4219
20170103,5.5,11.3,0.4,0,4382
20170104,3.6,9.8,-0.9,0,4355
20170105,3.8,10.6,-1.3,0,4380
20170106,4.3,8.5,-0.7,2,4379
20170107,5.2,10.5,0.8,0.1,4354
20170108,4,9.5,-1.4,0.1,4354
20170109,7.2,11.9,3.9,1.6,4354
20170110,4.4,8.1,-0.5,0.1,4279
20170111,0.4,4.7,-2.9,0,4279
20170112,-1.7,2.8,-6.2,0,4279
20170113,0.7,5.6,-3.7,0.2,4279
20170114,-2.2,2.8,-5.9,0.3,4108
20170115,-5,-1.8,-7.8,0,4108
20170116,-4.8,1.6,-10.6,0,4108
20170117,-3,4.4,-8.8,0,4108
20170118,-1.7,5.8,-7.8,0,4108
20170119,0.5,5.9,-4.5,0,4092
20170120,0.1,6.8,-5,0,4092
20170121,-1.7,1.4,-5.4,3.3,4092
20170122,-2.6,2,-8.1,0.6,4092
20170123,-3.7,0.1,-6.9,0.6,4092
20170124,-5.9,-1.1,-9.9,0.1,4019
20170125,-4.7,1.5,-10.1,0,3987
20170126,-3.7,3.3,-9.7,0,3987
20170127,-0.9,6.8,-9.1,0.1,3987
20170128,1.5,6.6,-3.7,1.2,3987
20170129,0.5,8.3,-7.3,0,3987
20170130,3.3,5.7,1,3.9,3987
20170131,-1,3.2,-5.5,1.1,3987
20170201,-2.9,3.7,-8.7,0,4008
20170202,-1.2,4.2,-5.4,0,3980
20170203,-0.9,6.1,-7.5,0,3990
20170204,1.8,8.6,-3.8,0,3990
20170205,4.1,9.9,-2.3,0.8,3990
20170206,4.2,7.5,1.8,1.1,3990
20170207,0.8,4.7,-2.6,0,3990
20170208,0.1,6.3,-4.7,0,4001
20170209,0.8,5.3,-3.6,0,4001
20170210,-2.1,1.2,-5,0.1,4010
20170211,-4.1,-0.5,-6.8,0.6,4010
20170212,-2.8,1.8,-7.5,0.1,4010
20170213,-0.7,5.4,-6.1,0,4010
20170214,1,7.3,-5.9,0.3,4038
20170215,1.5,7.6,-3.4,0,4010
20170216,2.4,11,-5.3,0,4010
20170217,7.1,14.5,-2.8,1.4,4010
20170218,5.6,12,-1,1.7,4010
20170219,0,5.1,-4.6,0,4010
20170220,3.4,10,-5,2,4010
20170221,2.9,9.6,-3,5.4,4010
20170222,0.8,7.9,-6.2,0,4010
20170223,3.6,5.9,0.3,16.1,4010
20170224,1.4,5,-2,0,4010
20170225,0.6,6.1,-4.7,0,4010
20170226,3.1,9.2,-2.6,0,4010
20170227,3.4,10,-2,0,4010
20170228,3.6,11.1,-2.5,0.1,4010
20170301,4.8,13,-2.5,0,4018
20170302,6.2,12.7,0.7,2.1,4018
20170303,3.2,6.9,-0.7,2,4018
20170304,3.9,11.7,-3.2,0,4002
20170305,5.6,13.7,-1,0,4002
20170306,6.2,13.8,-0.3,0.2,4002
20170307,2.9,7,-1.1,0.3,4002
20170308,0.1,4.4,-3.2,0.5,4002
20170309,1.4,6.3,-3.8,0,4002
20170310,5,11.3,-1.6,0,4002
20170311,5.4,12.7,-1.3,0,4002
20170312,6.5,15.8,-2.2,0,4002
20170313,8.5,16.4,0.2,0,4002
20170314,7.9,13.7,2.7,0,4002
20170315,5.5,11.4,0.6,0.6,4089
20170316,4.8,12.2,-1.8,0,4089
20170317,5.6,13.1,-1.4,0,3986
20170318,6.9,15.5,-1.2,0,3986
20170319,8.4,16.8,2.3,0,3986
20170320,9.1,17.9,0.7,0,3986
20170321,8.3,13.6,2.1,2.8,3942
20170322,7.1,12.5,2.4,1.5,3942
20170323,6.9,14,-0.6,0,3942
20170324,8.7,15.1,3.8,0.1,3942
20170325,7.8,13.3,2.3,0,3938
20170326,6.4,9.7,4,6,3938
20170327,6.2,10.8,2.8,1.2,3938
20170328,6,10.8,2.4,1.3,3930
20170329,7.3,13.6,0.7,0.7,3953
20170330,8.5,14,4,1.1,3917
20170331,10.5,18.4,2.8,0,3927
20170401,8.7,12.1,6.2,3.8,3918
20170402,7.5,12.3,4.1,3.4,3918
20170403,8.2,15.1,1.7,0,3918
20170404,11.5,20.2,2.9,0,3918
20170405,13.4,21.9,4.1,0,3918
20170406,13.3,16.2,10.2,17.7,3895
20170407,13.6,17.1,10.5,9.8,3881
20170408,14.2,21.9,8.5,0,3881
20170409,14.9,23.1,8.1,0,3881
20170410,13.4,18.2,9.2,0.6,3881
20170411,13.4,19.5,8.3,0.1,3881
20170412,12.2,18.2,8.4,10.8,3881
20170413,12.3,17.7,7.2,0,3803
20170414,13.1,20.3,4.6,0,3830
20170415,14.7,20.5,8.5,0.9,3790
20170416,17.6,24.8,11.3,0.1,3790
20170417,17.8,26.6,10.3,0,3790
20170418,13.6,17.2,10.8,15.3,3829
20170419,13.3,20.1,8.6,3.1,3714
20170420,13.3,19.4,7.4,0,3701
20170421,12.4,17.6,8.9,0.9,3648
20170422,13,19.9,7.1,0,3681
20170423,13,20,7,0.1,3681
20170424,14,21.8,6,0,3681
20170425,15,22.5,6.4,0,3612
20170426,16.9,22.4,11,0.8,3607
20170427,14.9,20.1,10.1,1.2,3601
20170428,13,19.3,6.4,0,3627
20170429,15.1,23.3,6.2,0,3649
20170430,17.1,25,8.2,0,3649
20170501,19.8,27.7,11.9,0,3649
20170502,17.8,25.4,11.3,0,3649
20170503,16.9,24.7,9.4,0,2987
20170504,18.3,27.2,9.5,0,2987
20170505,19.1,26.4,11.3,0.3,2809
20170506,19.8,25.1,15.6,3.7,2809
20170507,16.7,22.6,11.1,0,2809
20170508,17.3,24.7,9.2,0,2809
20170509,18.2,24.9,10.3,0,2807
20170510,14.9,19.1,12.9,11.2,2807
20170511,15.5,19.7,12.6,1.1,2782
20170512,18.9,25.8,12.3,0.3,2171
20170513,18,21.8,14.4,1.7,2163
20170514,17.5,24.5,12.3,2.9,2163
20170515,16.7,22.7,11.3,0,2163
20170516,16,21.7,10.2,0,2127
20170517,16.5,22.2,11.1,0,2096
20170518,17.4,24.7,11,0.7,2133
20170519,19.7,27.4,11.5,0,2060
20170520,21.5,29.5,13.5,0,2005
20170521,21,28.4,13.8,0,2005
20170522,20.7,27.9,13.8,0,2005
20170523,20.2,27.3,13.1,0,1974
20170524,19.6,25.5,13.7,1.4,1974
20170525,19.8,25.4,16,3.6,1974
20170526,19.6,27.8,13.2,0,2087
20170527,16.1,21.7,10.9,0,2096
20170528,17.5,25.1,9.8,0,2096
20170529,20.6,28.3,11.8,0,2096
20170530,23.4,30.6,16.6,0,2093
20170531,23.1,30.4,16.2,0,2086
20170601,21.6,27.9,16.5,2.5,2105
20170602,21,27.3,16.2,2.6,2004
20170603,19,25.6,12.3,0.1,1995
20170604,19.3,25.3,14.2,0.2,1995
20170605,19.5,27,11.5,0.2,1995
20170606,20.3,27.6,13,0,2010
20170607,17.8,21.7,14.5,10.7,2010
20170608,18.4,21.2,15.9,5.5,2050
20170609,20.5,26.4,15.9,0,2181
20170610,22,28.6,15.5,0.4,2272
20170611,21.2,26.6,16.6,0.4,2272
20170612,20.4,27.1,14.2,0.9,2272
20170613,19.5,24.8,14.7,0,2289
20170614,19.2,25.4,14.7,2.1,2283
20170615,20.7,27.2,14.4,0,2275
20170616,22.6,29.8,16,0,2255
20170617,22.2,28.7,16.4,0,2247
20170618,22.4,29.3,16.3,0,2247
20170619,23.4,31.2,16.3,0,2247
20170620,24.2,31.7,17.1,0,2251
20170621,23.2,28.7,18.1,2.1,2247
20170622,23.4,29.1,18.7,0.3,2252
20170623,23.9,30.3,18.2,0,2267
20170624,24.7,31.5,18.6,0,2259
20170625,23.2,29,19.3,2.5,2259
20170626,22.7,28.2,19.1,10.4,2259
20170627,22.2,26.8,19.6,12.4,2285
20170628,23.1,28.1,19.7,3,2284
20170629,24.2,29.9,19.8,1.5,2256
20170630,23.9,28.6,20.4,5.2,2301
20170701,25.3,30.4,20.8,0.3,2285
20170702,25.3,29,22.6,4,2285
20170703,25.6,28.8,23.3,23.3,2285
20170704,25.6,29.1,23.5,29.4,2356
20170705,25.4,29.8,22.9,20.7,2394
20170706,26,31.2,22.5,1.7,2482
20170707,25.4,30.5,22,15,2594
20170708,26,29.1,22.9,4.4,2570
20170709,25.6,28.6,23.4,24.4,2570
20170710,27,32,23.4,9.6,2570
20170711,26.1,28.5,24.1,26.7,2539
20170712,26.5,30.7,23.2,4.8,2588
20170713,27.2,32.6,23.1,0,2810
20170714,27.1,33,22.2,0,3051
20170715,26.8,33.2,22.9,9.8,3199
20170716,25.5,28.4,23.1,20.7,3199
20170717,26.7,30.4,23.7,25.1,3199
20170718,26.4,30.6,23.4,6.2,3414
20170719,26,30,23.1,3.4,3709
20170720,27.4,32.8,23.5,0,3879
20170721,28.4,33.6,23.8,0,4052
20170722,29.4,34.1,25.5,0.7,4217
20170723,27.8,32.2,24.8,4.6,4217
20170724,26.8,29.5,24.4,13.2,4217
20170725,27.1,31.2,24.9,10,4381
20170726,26.8,31,23.9,10.7,4891
20170727,26,30.8,21.7,0,5055
20170728,25.5,31.1,20.4,0.3,5376
20170729,26,30.2,22.2,11.3,5293
20170730,25.4,28.5,23.4,7.4,5293
20170731,26.1,30.6,23,0.8,5293
20170801,24.8,27,23.1,19.9,5274
20170802,26.6,31.9,22.9,2.2,5481
20170803,27.2,32,23.8,0.4,5409
20170804,27.2,31.9,23.1,0,5438
20170805,28.5,33.9,23.5,0,5401
20170806,29.6,35.1,24.7,0.6,5401
20170807,29.4,34.8,25.1,1.7,5401
20170808,28.5,33.8,24.8,1.6,5478
20170809,27.4,32.3,23.5,0.4,5420
20170810,25.6,28.4,23.5,11.6,5329
20170811,25.6,29.1,23.4,15.7,5273
20170812,25.8,31.2,22.3,8.8,5426
20170813,25.6,30.3,21.8,0.8,5426
20170814,24.1,26.8,21.4,3.1,5426
20170815,22.9,25.1,21.4,42.9,5450
20170816,23.2,25.2,21.6,29.1,5450
20170817,24.6,28.3,22,6.4,5781
20170818,24.5,28.7,21.8,5.3,5924
20170819,25,29.9,21.7,6,6024
20170820,24.9,29.1,21.9,8.1,6024
20170821,24.7,27.8,22.7,24.6,6024
20170822,25.4,29.4,23,26,6535
20170823,26.7,31.6,23.4,8.2,6576
20170824,27.8,32,24.4,10.6,6677
20170825,28,31.6,24.7,14.4,6743
20170826,25.9,31.3,21.2,3,6600
20170827,23.2,29.6,17.9,0,6600
20170828,22.4,28.6,16.6,0,6600
20170829,23.7,28.8,18.3,8.4,6768
20170830,22.3,26.9,18.2,1.1,6800
20170831,19.7,24,16.6,0,6868
20170901,21.1,27.3,15.5,0,6875
20170902,21.3,27.6,16,0,6958
20170903,20.7,26.5,15.3,0,6958
20170904,21.3,27.8,15.3,0,6958
20170905,21.9,27.7,17,0,7125
20170906,20.7,23.4,18.1,1.6,6741
20170907,20.9,23.9,18.5,15.4,6928
20170908,21.4,26.9,17.8,1.2,6775
20170909,22.4,28.8,17.7,0,6770
20170910,22.2,28.8,17.4,0,6770
20170911,22.4,27.4,18,0.2,6770
20170912,20.6,23.6,18.2,46.6,6740
20170913,21.8,27.8,17.1,0,6804
20170914,20.1,27.2,14.4,0,6686
20170915,20.3,27.2,13.6,0,6655
20170916,20.6,25.3,16.5,0,6472
20170917,20.5,24.8,16.1,0.1,6472
20170918,21.1,26.1,17,1.8,6472
20170919,20.7,27.2,15.2,0,6423
20170920,21.9,27.3,16.5,3.5,6316
20170921,19.7,24.5,14,0.4,6288
20170922,18.2,25.7,11.8,0,6281
20170923,19.3,26.5,14,0,6209
20170924,19.9,26.3,14.9,0,6209
20170925,21.1,27.6,16,0,6209
20170926,21.8,28.5,16.9,0,6174
20170927,22.3,28.3,16.9,0,6190
20170928,19.4,22.6,17.3,21,6184
20170929,19.7,25.1,15,0.2,6026
20170930,15.8,21.8,10.3,0,5969
20171001,17.3,25.9,9.9,0,5950
20171002,16.6,20.3,12.9,21.2,5930
20171003,19.9,24.6,16.5,15,5911
20171004,18.1,23.1,14.9,0.6,5891
20171005,17.1,22.3,13,0.1,5872
20171006,16.8,21,13,1.1,5852
20171007,16.5,19,13.9,8.4,5833
20171008,19.4,24.6,15.9,0.1,5813
20171009,20.4,26.5,16.3,0,5794
20171010,20.9,27.1,16.4,0,5774
20171011,20.9,26.6,16.8,1.5,5754
20171012,17.7,21.8,14.6,6.3,5403
20171013,13.1,15.5,10.6,9.3,4986
20171014,13,19.2,7.7,0,4638
20171015,14.1,20.3,8.9,0,4638
20171016,14.7,19.4,10,0.8,4638
20171017,15.5,20.2,12.1,0,4286
20171018,15.1,21.6,9.7,0,3980
20171019,15.6,18.7,13,0.3,3792
20171020,15.3,20.5,11.3,0.5,3398
20171021,15.2,22.4,10.1,0,3243
20171022,15.1,22.6,9.4,0,3243
20171023,15.5,21.7,9.4,0.1,3243
20171024,12.9,18.6,8,0,3140
20171025,11.7,18.5,7.3,0.1,3104
20171026,11.7,19.8,6,0,3094
20171027,12.7,19.5,6.9,0,2974
20171028,14.4,21.5,9.6,0,3061
20171029,15.3,22.1,9.2,0,3061
20171030,12.8,19.4,7.6,1.9,3061
20171031,7.9,14.1,2.9,0,2809
20171101,8.8,17.5,1,0,2754
20171102,12.2,18.5,6,0,2643
20171103,13.4,19.3,9,0.1,2680
20171104,12.1,18.4,7.1,1.3,2587
20171105,8.1,13.8,3.6,1.3,2587
20171106,7.6,15.7,1.4,0,2587
20171107,9.6,18,2.6,0,2640
20171108,13.5,19.8,6.4,0.1,2625
20171109,14.1,19.6,7.5,0,2624
20171110,9.2,17.6,2.8,0,2576
20171111,11.5,19.4,4.3,2,2597
20171112,6.7,12.1,1.7,0,2597
20171113,5.6,13.6,-0.6,0,2597
20171114,8.2,14.4,1.2,0.4,2621
20171115,9.2,14.4,4.1,0,2646
20171116,5.5,10.3,1.2,0,2591
20171117,3.1,9.3,-1.6,0,2414
20171118,5.1,10.4,-2,0.2,2384
20171119,2,7.6,-2.1,0,2384
20171120,0.8,5.5,-4.1,0,2384
20171121,3.1,8.3,-1.5,0,2445
20171122,2.9,10.2,-2.7,0,2461
20171123,5.3,10.7,0.1,0.5,2434
20171124,2.3,6.7,-2,0.6,2599
20171125,1.9,6.5,-2.1,1.3,2622
20171126,4,10.4,-3.4,3.3,2622
20171127,6.3,12.4,0.8,1.3,2622
20171128,3.9,11.6,-1.8,0,2686
20171129,7.3,14.4,0.7,0,2708
20171130,7.5,12.2,3.1,0,2727
20171201,2.1,6.6,-1.9,0,2727
20171202,-0.6,4.8,-5.2,0,2727
20171203,1.3,8.1,-4.9,0,2727
20171204,4.4,11,-1.7,0.5,2727
20171205,2.2,6.9,-2.6,0.2,2677
20171206,-2.3,1.9,-6,0.2,2670
20171207,0.6,6.7,-5.2,0.9,2657
20171208,2.6,7.6,-1.9,0.9,2653
20171209,-1.3,2.4,-4.3,0.2,2688
20171210,0.7,6.2,-4.5,0,2688
20171211,3.5,8.9,-1.1,2.2,2688
20171212,-3,1.7,-6.7,0.2,2637
20171213,-6,-1.7,-9.7,0,2637
20171214,-5.2,0.4,-9.6,0,2637
20171215,-4,2.8,-10.5,0,2635
20171216,-0.8,4.7,-7.2,0,2635
20171217,-1.7,2.1,-5.6,0.2,2635
20171218,-4.4,0.3,-9,0.1,2635
20171219,-0.2,5.7,-7.3,0.3,2743
20171220,-1.3,3.4,-5.9,0.1,2765
20171221,-1.5,4.7,-7.8,0.7,2788
20171222,-0.1,5.8,-4.8,0,2788
20171223,1.7,8.5,-4.3,0,2800
20171224,3.9,11,-1.1,0,2800
20171225,4.3,8.1,1.3,14.2,2800
20171226,0.2,3.5,-2.7,0,2800
20171227,-0.6,4.1,-4.9,0.1,2823
20171228,-3.9,0.7,-8,0,2865
20171229,-1.5,3.7,-6.9,0,2884
20171230,2.9,8,-2.1,0,2901
20171231,2.9,7.1,-1.6,0.6,2901
20180101,2.1,5.8,-2,0.4,2901
20180102,-0.4,5.2,-4.9,0,2901
20180103,0.2,5.8,-5.3,0,2905
20180104,-1.6,2.8,-5.3,0,2927
20180105,-1.7,2.3,-5.6,0,2940
20180106,-0.1,4.7,-3.4,0,2960
